TIME,GEO,UNIT,INDX,COICOP,Value,Flag and Footnotes
2008M04,France,Percentage change m/m-12,Import price index,Other edible oils,32.4,
2008M04,France,Percentage change m/m-12,Import price index,Fruit,16.1,
2008M04,France,Percentage change m/m-12,Import price index,Vegetables,-6.7,
2008M04,France,Percentage change m/m-12,Import price index,Potatoes,-0.5,
2008M04,France,Percentage change m/m-12,Import price index,Sugar,3.5,
2008M04,France,Percentage change m/m-12,Import price index,"Coffee, tea and cocoa",11.9,
2008M04,France,Percentage change m/m-12,Import price index,Fruit and vegetables juices ,0,
2008M04,France,Percentage change m/m-12,Import price index,Wine from grapes,-1.9,
2008M04,France,Percentage change m/m-12,Import price index,Beer,5.4,
2008M05,France,"Index, 2015=100",Producer price index,Food,104.7,
2008M05,France,"Index, 2015=100",Producer price index,Bread and cereals,111.6,
2008M05,France,"Index, 2015=100",Producer price index,Bread,97.5,
2008M05,France,"Index, 2015=100",Producer price index,Meat,101.2,
2008M05,France,"Index, 2015=100",Producer price index,Beef and veal,:,
2008M05,France,"Index, 2015=100",Producer price index,Pork,:,
2008M05,France,"Index, 2015=100",Producer price index,Lamb and goat,:,
2008M05,France,"Index, 2015=100",Producer price index,Poultry,99.3,
2008M05,France,"Index, 2015=100",Producer price index,Fish and seafood,143.5,
2008M05,France,"Index, 2015=100",Producer price index,"Milk, cheese and eggs",:,
2008M05,France,"Index, 2015=100",Producer price index,Fresh whole milk ,:,
2008M05,France,"Index, 2015=100",Producer price index,Yoghurt,:,
2008M05,France,"Index, 2015=100",Producer price index,Cheese and curd,:,
2008M05,France,"Index, 2015=100",Producer price index,Eggs,:,
2008M05,France,"Index, 2015=100",Producer price index,Oils and fats,114.9,
2008M05,France,"Index, 2015=100",Producer price index,Butter,:,
2008M05,France,"Index, 2015=100",Producer price index,Olive oil,:,
2008M05,France,"Index, 2015=100",Producer price index,Other edible oils,119.4,
2008M05,France,"Index, 2015=100",Producer price index,Fruit,:,
2008M05,France,"Index, 2015=100",Producer price index,Vegetables,:,
2008M05,France,"Index, 2015=100",Producer price index,Potatoes,:,
2008M05,France,"Index, 2015=100",Producer price index,Sugar,153.6,
2008M05,France,"Index, 2015=100",Producer price index,"Coffee, tea and cocoa",82.7,
2008M05,France,"Index, 2015=100",Producer price index,Fruit and vegetables juices ,114.3,
2008M05,France,"Index, 2015=100",Producer price index,Wine from grapes,82.8,
2008M05,France,"Index, 2015=100",Producer price index,Beer,86.5,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,Food,94.79,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,Bread and cereals,95.35,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,Bread,92.94,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,Meat,89.11,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,Beef and veal,86.04,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,Pork,87.52,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,Lamb and goat,84.91,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,Poultry,87.03,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,Fish and seafood,90.5,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,"Milk, cheese and eggs",100.84,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,Fresh whole milk ,95.55,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,Yoghurt,106.29,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,Cheese and curd,99.77,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,Eggs,99.11,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,Oils and fats,96.55,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,Butter,101.36,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,Olive oil,96.12,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,Other edible oils,90.76,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,Fruit,98.55,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,Vegetables,94.4,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,Potatoes,:,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,Sugar,109.08,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,"Coffee, tea and cocoa",90.13,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,Fruit and vegetables juices ,91.76,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,Wine from grapes,85.52,
2008M05,France,"Index, 2015=100",Harmonised index of consumer prices,Beer,86.23,
2008M05,France,"Index, 2015=100",Agricultural commodity price index,Food,97,e
2008M05,France,"Index, 2015=100",Agricultural commodity price index,Bread and cereals,117.4,e
2008M05,France,"Index, 2015=100",Agricultural commodity price index,Bread,116.2,e
2008M05,France,"Index, 2015=100",Agricultural commodity price index,Meat,91.9,e
2008M05,France,"Index, 2015=100",Agricultural commodity price index,Beef and veal,85.7,e
2008M05,France,"Index, 2015=100",Agricultural commodity price index,Pork,101.3,e
2008M05,France,"Index, 2015=100",Agricultural commodity price index,Lamb and goat,79.9,e
2008M05,France,"Index, 2015=100",Agricultural commodity price index,Poultry,100,e
2008M05,France,"Index, 2015=100",Agricultural commodity price index,Fish and seafood,:,
2008M05,France,"Index, 2015=100",Agricultural commodity price index,"Milk, cheese and eggs",98.4,e
2008M05,France,"Index, 2015=100",Agricultural commodity price index,Fresh whole milk ,100.3,e
2008M05,France,"Index, 2015=100",Agricultural commodity price index,Yoghurt,100.3,e
2008M05,France,"Index, 2015=100",Agricultural commodity price index,Cheese and curd,100.3,e
2008M05,France,"Index, 2015=100",Agricultural commodity price index,Eggs,82.6,e
2008M05,France,"Index, 2015=100",Agricultural commodity price index,Oils and fats,127.9,e
2008M05,France,"Index, 2015=100",Agricultural commodity price index,Butter,101.6,e
2008M05,France,"Index, 2015=100",Agricultural commodity price index,Olive oil,:,
2008M05,France,"Index, 2015=100",Agricultural commodity price index,Other edible oils,127.9,e
2008M05,France,"Index, 2015=100",Agricultural commodity price index,Fruit,99.4,e
2008M05,France,"Index, 2015=100",Agricultural commodity price index,Vegetables,114.6,e
2008M05,France,"Index, 2015=100",Agricultural commodity price index,Potatoes,73.3,e
2008M05,France,"Index, 2015=100",Agricultural commodity price index,Sugar,89.3,e
2008M05,France,"Index, 2015=100",Agricultural commodity price index,"Coffee, tea and cocoa",:,
2008M05,France,"Index, 2015=100",Agricultural commodity price index,Fruit and vegetables juices ,100,e
2008M05,France,"Index, 2015=100",Agricultural commodity price index,Wine from grapes,78,e
2008M05,France,"Index, 2015=100",Agricultural commodity price index,Beer,132.4,e
2008M05,France,"Index, 2015=100",Import price index,Food,82.9,
2008M05,France,"Index, 2015=100",Import price index,Bread and cereals,91.6,
2008M05,France,"Index, 2015=100",Import price index,Bread,124.5,
2008M05,France,"Index, 2015=100",Import price index,Meat,87.5,
2008M05,France,"Index, 2015=100",Import price index,Beef and veal,81.5,
2008M05,France,"Index, 2015=100",Import price index,Pork,93.5,
2008M05,France,"Index, 2015=100",Import price index,Lamb and goat,78.6,
2008M05,France,"Index, 2015=100",Import price index,Poultry,96.2,
2008M05,France,"Index, 2015=100",Import price index,Fish and seafood,73.1,
2008M05,France,"Index, 2015=100",Import price index,"Milk, cheese and eggs",97,
2008M05,France,"Index, 2015=100",Import price index,Fresh whole milk ,99.4,
2008M05,France,"Index, 2015=100",Import price index,Yoghurt,91,
2008M05,France,"Index, 2015=100",Import price index,Cheese and curd,102.2,
2008M05,France,"Index, 2015=100",Import price index,Eggs,79,
2008M05,France,"Index, 2015=100",Import price index,Oils and fats,81.6,
2008M05,France,"Index, 2015=100",Import price index,Butter,93.3,
2008M05,France,"Index, 2015=100",Import price index,Olive oil,54.4,
2008M05,France,"Index, 2015=100",Import price index,Other edible oils,74.1,
2008M05,France,"Index, 2015=100",Import price index,Fruit,73.8,
2008M05,France,"Index, 2015=100",Import price index,Vegetables,84.4,
2008M05,France,"Index, 2015=100",Import price index,Potatoes,78.4,
2008M05,France,"Index, 2015=100",Import price index,Sugar,118.2,
2008M05,France,"Index, 2015=100",Import price index,"Coffee, tea and cocoa",75.9,
2008M05,France,"Index, 2015=100",Import price index,Fruit and vegetables juices ,90.7,
2008M05,France,"Index, 2015=100",Import price index,Wine from grapes,85.4,
2008M05,France,"Index, 2015=100",Import price index,Beer,88.3,
2008M05,France,Percentage change m/m-12,Producer price index,Food,9.7,
2008M05,France,Percentage change m/m-12,Producer price index,Bread and cereals,22.8,
2008M05,France,Percentage change m/m-12,Producer price index,Bread,9.6,
2008M05,France,Percentage change m/m-12,Producer price index,Meat,5.9,
2008M05,France,Percentage change m/m-12,Producer price index,Beef and veal,:,
2008M05,France,Percentage change m/m-12,Producer price index,Pork,:,
2008M05,France,Percentage change m/m-12,Producer price index,Lamb and goat,:,
2008M05,France,Percentage change m/m-12,Producer price index,Poultry,14.5,
2008M05,France,Percentage change m/m-12,Producer price index,Fish and seafood,1.8,
2008M05,France,Percentage change m/m-12,Producer price index,"Milk, cheese and eggs",:,
2008M05,France,Percentage change m/m-12,Producer price index,Fresh whole milk ,:,
2008M05,France,Percentage change m/m-12,Producer price index,Yoghurt,:,
2008M05,France,Percentage change m/m-12,Producer price index,Cheese and curd,:,
2008M05,France,Percentage change m/m-12,Producer price index,Eggs,:,
2008M05,France,Percentage change m/m-12,Producer price index,Oils and fats,40,
2008M05,France,Percentage change m/m-12,Producer price index,Butter,:,
2008M05,France,Percentage change m/m-12,Producer price index,Olive oil,:,
2008M05,France,Percentage change m/m-12,Producer price index,Other edible oils,45.4,
2008M05,France,Percentage change m/m-12,Producer price index,Fruit,:,
2008M05,France,Percentage change m/m-12,Producer price index,Vegetables,:,
2008M05,France,Percentage change m/m-12,Producer price index,Potatoes,:,
2008M05,France,Percentage change m/m-12,Producer price index,Sugar,0.5,
2008M05,France,Percentage change m/m-12,Producer price index,"Coffee, tea and cocoa",0.4,
2008M05,France,Percentage change m/m-12,Producer price index,Fruit and vegetables juices ,-4.4,
2008M05,France,Percentage change m/m-12,Producer price index,Wine from grapes,11.7,
2008M05,France,Percentage change m/m-12,Producer price index,Beer,6.3,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,Food,6.2,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,Bread and cereals,7,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,Bread,5.5,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,Meat,5.1,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,Beef and veal,5,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,Pork,3.1,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,Lamb and goat,5.6,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,Poultry,13.6,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,Fish and seafood,3.8,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,"Milk, cheese and eggs",11.2,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,Fresh whole milk ,16.8,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,Yoghurt,9.1,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,Cheese and curd,9.9,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,Eggs,17.2,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,Oils and fats,10.9,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,Butter,13.8,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,Olive oil,-3.3,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,Other edible oils,16.1,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,Fruit,5.7,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,Vegetables,3.7,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,Potatoes,:,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,Sugar,1.6,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,"Coffee, tea and cocoa",2.5,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,Fruit and vegetables juices ,4.7,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,Wine from grapes,4.4,
2008M05,France,Percentage change m/m-12,Harmonised index of consumer prices,Beer,4,
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,Food,16.9,e
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,Bread and cereals,31.3,e
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,Bread,38,e
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,Meat,8.6,e
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,Beef and veal,3.6,e
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,Pork,8.8,e
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,Lamb and goat,7.8,e
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,Poultry,21.6,e
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,Fish and seafood,:,
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,"Milk, cheese and eggs",23.5,e
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,Fresh whole milk ,25.7,e
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,Yoghurt,25.7,e
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,Cheese and curd,25.7,e
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,Eggs,5.2,e
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,Oils and fats,85.3,e
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,Butter,27,e
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,Olive oil,:,
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,Other edible oils,85.3,e
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,Fruit,9.1,e
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,Vegetables,13.4,e
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,Potatoes,-38.9,e
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,Sugar,-9.3,e
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,"Coffee, tea and cocoa",:,
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,Fruit and vegetables juices ,8.7,e
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,Wine from grapes,14.4,e
2008M05,France,Percentage change m/m-12,Agricultural commodity price index,Beer,16.8,e
2008M05,France,Percentage change m/m-12,Import price index,Food,9.9,
2008M05,France,Percentage change m/m-12,Import price index,Bread and cereals,18.8,
2008M05,France,Percentage change m/m-12,Import price index,Bread,51.2,
2008M05,France,Percentage change m/m-12,Import price index,Meat,6.6,
2008M05,France,Percentage change m/m-12,Import price index,Beef and veal,5.3,
2008M05,France,Percentage change m/m-12,Import price index,Pork,7.1,
2008M05,France,Percentage change m/m-12,Import price index,Lamb and goat,17.2,
2008M05,France,Percentage change m/m-12,Import price index,Poultry,7,
2008M05,France,Percentage change m/m-12,Import price index,Fish and seafood,-0.9,
2008M05,France,Percentage change m/m-12,Import price index,"Milk, cheese and eggs",10.2,
2008M05,France,Percentage change m/m-12,Import price index,Fresh whole milk ,13.6,
2008M05,France,Percentage change m/m-12,Import price index,Yoghurt,9,
2008M05,France,Percentage change m/m-12,Import price index,Cheese and curd,16.5,
2008M05,France,Percentage change m/m-12,Import price index,Eggs,11.6,
2008M05,France,Percentage change m/m-12,Import price index,Oils and fats,13,
2008M05,France,Percentage change m/m-12,Import price index,Butter,9.4,
2008M05,France,Percentage change m/m-12,Import price index,Olive oil,-27.1,
2008M05,France,Percentage change m/m-12,Import price index,Other edible oils,8.3,
2008M05,France,Percentage change m/m-12,Import price index,Fruit,15.1,
2008M05,France,Percentage change m/m-12,Import price index,Vegetables,8.4,
2008M05,France,Percentage change m/m-12,Import price index,Potatoes,-2.5,
2008M05,France,Percentage change m/m-12,Import price index,Sugar,-0.8,
2008M05,France,Percentage change m/m-12,Import price index,"Coffee, tea and cocoa",11.3,
2008M05,France,Percentage change m/m-12,Import price index,Fruit and vegetables juices ,6.2,
2008M05,France,Percentage change m/m-12,Import price index,Wine from grapes,-0.8,
2008M05,France,Percentage change m/m-12,Import price index,Beer,4.9,
2008M06,France,"Index, 2015=100",Producer price index,Food,104.8,
2008M06,France,"Index, 2015=100",Producer price index,Bread and cereals,110.9,
2008M06,France,"Index, 2015=100",Producer price index,Bread,97.4,
2008M06,France,"Index, 2015=100",Producer price index,Meat,102,
2008M06,France,"Index, 2015=100",Producer price index,Beef and veal,:,
2008M06,France,"Index, 2015=100",Producer price index,Pork,:,
2008M06,France,"Index, 2015=100",Producer price index,Lamb and goat,:,
2008M06,France,"Index, 2015=100",Producer price index,Poultry,98.4,
2008M06,France,"Index, 2015=100",Producer price index,Fish and seafood,142.3,
2008M06,France,"Index, 2015=100",Producer price index,"Milk, cheese and eggs",:,
2008M06,France,"Index, 2015=100",Producer price index,Fresh whole milk ,:,
2008M06,France,"Index, 2015=100",Producer price index,Yoghurt,:,
2008M06,France,"Index, 2015=100",Producer price index,Cheese and curd,:,
2008M06,France,"Index, 2015=100",Producer price index,Eggs,:,
2008M06,France,"Index, 2015=100",Producer price index,Oils and fats,117.6,
2008M06,France,"Index, 2015=100",Producer price index,Butter,:,
2008M06,France,"Index, 2015=100",Producer price index,Olive oil,:,
2008M06,France,"Index, 2015=100",Producer price index,Other edible oils,122.5,
2008M06,France,"Index, 2015=100",Producer price index,Fruit,:,
2008M06,France,"Index, 2015=100",Producer price index,Vegetables,:,
2008M06,France,"Index, 2015=100",Producer price index,Potatoes,:,
2008M06,France,"Index, 2015=100",Producer price index,Sugar,153,
2008M06,France,"Index, 2015=100",Producer price index,"Coffee, tea and cocoa",83.3,
2008M06,France,"Index, 2015=100",Producer price index,Fruit and vegetables juices ,112.9,
2008M06,France,"Index, 2015=100",Producer price index,Wine from grapes,83.1,
2008M06,France,"Index, 2015=100",Producer price index,Beer,86.6,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,Food,94.99,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,Bread and cereals,95.37,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,Bread,93.02,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,Meat,89.1,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,Beef and veal,86.1,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,Pork,87.97,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,Lamb and goat,84.59,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,Poultry,86.93,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,Fish and seafood,91.19,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,"Milk, cheese and eggs",100.71,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,Fresh whole milk ,95.55,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,Yoghurt,105.79,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,Cheese and curd,99.65,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,Eggs,99.04,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,Oils and fats,96.46,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,Butter,100.24,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,Olive oil,96.03,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,Other edible oils,93.71,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,Fruit,104.82,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,Vegetables,91.43,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,Potatoes,:,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,Sugar,109,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,"Coffee, tea and cocoa",89.91,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,Fruit and vegetables juices ,91.42,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,Wine from grapes,85.81,
2008M06,France,"Index, 2015=100",Harmonised index of consumer prices,Beer,85.75,
2008M06,France,"Index, 2015=100",Agricultural commodity price index,Food,96.6,e
2008M06,France,"Index, 2015=100",Agricultural commodity price index,Bread and cereals,113.6,e
2008M06,France,"Index, 2015=100",Agricultural commodity price index,Bread,111.6,e
2008M06,France,"Index, 2015=100",Agricultural commodity price index,Meat,93.2,e
2008M06,France,"Index, 2015=100",Agricultural commodity price index,Beef and veal,85.6,e
2008M06,France,"Index, 2015=100",Agricultural commodity price index,Pork,106.4,e
2008M06,France,"Index, 2015=100",Agricultural commodity price index,Lamb and goat,80.4,e
2008M06,France,"Index, 2015=100",Agricultural commodity price index,Poultry,100.4,e
2008M06,France,"Index, 2015=100",Agricultural commodity price index,Fish and seafood,:,
2008M06,France,"Index, 2015=100",Agricultural commodity price index,"Milk, cheese and eggs",100.4,e
2008M06,France,"Index, 2015=100",Agricultural commodity price index,Fresh whole milk ,102.7,e
2008M06,France,"Index, 2015=100",Agricultural commodity price index,Yoghurt,102.7,e
2008M06,France,"Index, 2015=100",Agricultural commodity price index,Cheese and curd,102.7,e
2008M06,France,"Index, 2015=100",Agricultural commodity price index,Eggs,81.3,e
2008M06,France,"Index, 2015=100",Agricultural commodity price index,Oils and fats,122.4,e
2008M06,France,"Index, 2015=100",Agricultural commodity price index,Butter,104,e
2008M06,France,"Index, 2015=100",Agricultural commodity price index,Olive oil,:,
2008M06,France,"Index, 2015=100",Agricultural commodity price index,Other edible oils,122.4,e
2008M06,France,"Index, 2015=100",Agricultural commodity price index,Fruit,103.3,e
2008M06,France,"Index, 2015=100",Agricultural commodity price index,Vegetables,112.5,e
2008M06,France,"Index, 2015=100",Agricultural commodity price index,Potatoes,76.5,e
2008M06,France,"Index, 2015=100",Agricultural commodity price index,Sugar,89.5,e
2008M06,France,"Index, 2015=100",Agricultural commodity price index,"Coffee, tea and cocoa",:,
2008M06,France,"Index, 2015=100",Agricultural commodity price index,Fruit and vegetables juices ,104.6,e
2008M06,France,"Index, 2015=100",Agricultural commodity price index,Wine from grapes,78,e
2008M06,France,"Index, 2015=100",Agricultural commodity price index,Beer,124.9,e
2008M06,France,"Index, 2015=100",Import price index,Food,82.6,
2008M06,France,"Index, 2015=100",Import price index,Bread and cereals,92.3,
2008M06,France,"Index, 2015=100",Import price index,Bread,128.8,
2008M06,France,"Index, 2015=100",Import price index,Meat,89.1,
2008M06,France,"Index, 2015=100",Import price index,Beef and veal,83,
2008M06,France,"Index, 2015=100",Import price index,Pork,99.8,
2008M06,France,"Index, 2015=100",Import price index,Lamb and goat,78.5,
2008M06,France,"Index, 2015=100",Import price index,Poultry,97.6,
2008M06,France,"Index, 2015=100",Import price index,Fish and seafood,73.2,
2008M06,France,"Index, 2015=100",Import price index,"Milk, cheese and eggs",96.8,
2008M06,France,"Index, 2015=100",Import price index,Fresh whole milk ,106.9,
2008M06,France,"Index, 2015=100",Import price index,Yoghurt,90.4,
2008M06,France,"Index, 2015=100",Import price index,Cheese and curd,98.1,
2008M06,France,"Index, 2015=100",Import price index,Eggs,78.6,
2008M06,France,"Index, 2015=100",Import price index,Oils and fats,90.5,
2008M06,France,"Index, 2015=100",Import price index,Butter,93,
2008M06,France,"Index, 2015=100",Import price index,Olive oil,75.7,
2008M06,France,"Index, 2015=100",Import price index,Other edible oils,82.6,
2008M06,France,"Index, 2015=100",Import price index,Fruit,71.6,
2008M06,France,"Index, 2015=100",Import price index,Vegetables,81,
2008M06,France,"Index, 2015=100",Import price index,Potatoes,80.2,
2008M06,France,"Index, 2015=100",Import price index,Sugar,116,
2008M06,France,"Index, 2015=100",Import price index,"Coffee, tea and cocoa",75.8,
2008M06,France,"Index, 2015=100",Import price index,Fruit and vegetables juices ,86.8,
2008M06,France,"Index, 2015=100",Import price index,Wine from grapes,87.1,
2008M06,France,"Index, 2015=100",Import price index,Beer,88.3,
2008M06,France,Percentage change m/m-12,Producer price index,Food,9.5,
2008M06,France,Percentage change m/m-12,Producer price index,Bread and cereals,22,
2008M06,France,Percentage change m/m-12,Producer price index,Bread,9.8,
2008M06,France,Percentage change m/m-12,Producer price index,Meat,6.3,
2008M06,France,Percentage change m/m-12,Producer price index,Beef and veal,:,
2008M06,France,Percentage change m/m-12,Producer price index,Pork,:,
2008M06,France,Percentage change m/m-12,Producer price index,Lamb and goat,:,
2008M06,France,Percentage change m/m-12,Producer price index,Poultry,12.6,
2008M06,France,Percentage change m/m-12,Producer price index,Fish and seafood,0.7,
2008M06,France,Percentage change m/m-12,Producer price index,"Milk, cheese and eggs",:,
2008M06,France,Percentage change m/m-12,Producer price index,Fresh whole milk ,:,
2008M06,France,Percentage change m/m-12,Producer price index,Yoghurt,:,
2008M06,France,Percentage change m/m-12,Producer price index,Cheese and curd,:,
2008M06,France,Percentage change m/m-12,Producer price index,Eggs,:,
2008M06,France,Percentage change m/m-12,Producer price index,Oils and fats,41.3,
2008M06,France,Percentage change m/m-12,Producer price index,Butter,:,
2008M06,France,Percentage change m/m-12,Producer price index,Olive oil,:,
2008M06,France,Percentage change m/m-12,Producer price index,Other edible oils,47.4,
2008M06,France,Percentage change m/m-12,Producer price index,Fruit,:,
2008M06,France,Percentage change m/m-12,Producer price index,Vegetables,:,
2008M06,France,Percentage change m/m-12,Producer price index,Potatoes,:,
2008M06,France,Percentage change m/m-12,Producer price index,Sugar,0.3,
2008M06,France,Percentage change m/m-12,Producer price index,"Coffee, tea and cocoa",3.5,
2008M06,France,Percentage change m/m-12,Producer price index,Fruit and vegetables juices ,-5.3,
2008M06,France,Percentage change m/m-12,Producer price index,Wine from grapes,12,
2008M06,France,Percentage change m/m-12,Producer price index,Beer,6.4,
2008M06,France,Percentage change m/m-12,Harmonised index of consumer prices,Food,6,
2008M06,France,Percentage change m/m-12,Harmonised index of consumer prices,Bread and cereals,7,
2008M06,France,Percentage change m/m-12,Harmonised index of consumer prices,Bread,5.6,
2008M06,France,Percentage change m/m-12,Harmonised index of consumer prices,Meat,4.8,
2008M06,France,Percentage change m/m-12,Harmonised index of consumer prices,Beef and veal,4.6,
2008M06,France,Percentage change m/m-12,Harmonised index of consumer prices,Pork,4.3,
2008M06,France,Percentage change m/m-12,Harmonised index of consumer prices,Lamb and goat,5.4,
2008M06,France,Percentage change m/m-12,Harmonised index of consumer prices,Poultry,13.1,
2008M06,France,Percentage change m/m-12,Harmonised index of consumer prices,Fish and seafood,5.1,
2008M06,France,Percentage change m/m-12,Harmonised index of consumer prices,"Milk, cheese and eggs",11.2,
2008M06,France,Percentage change m/m-12,Harmonised index of consumer prices,Fresh whole milk ,15.6,
2008M06,France,Percentage change m/m-12,Harmonised index of consumer prices,Yoghurt,9,
2008M06,France,Percentage change m/m-12,Harmonised index of consumer prices,Cheese and curd,9.8,
2008M06,France,Percentage change m/m-12,Harmonised index of consumer prices,Eggs,17.2,
2008M06,France,Percentage change m/m-12,Harmonised index of consumer prices,Oils and fats,11.2,
2008M06,France,Percentage change m/m-12,Harmonised index of consumer prices,Butter,12.7,
2008M06,France,Percentage change m/m-12,Harmonised index of consumer prices,Olive oil,-1.5,
2008M06,France,Percentage change m/m-12,Harmonised index of consumer prices,Other edible oils,19.7,
2008M06,France,Percentage change m/m-12,Harmonised index of consumer prices,Fruit,2.5,
2008M06,France,Percentage change m/m-12,Harmonised index of consumer prices,Vegetables,4.2,
2008M06,France,Percentage change m/m-12,Harmonised index of consumer prices,Potatoes,:,
2008M06,France,Percentage change m/m-12,Harmonised index of consumer prices,Sugar,1.5,
